event_price_request_id,dat_rate,bid_to_dat,pwin,margin_dollars_no_appetite,expected_margin_dollars_no_appetite,margin_dollars_with_appetite,expected_margin_dollars_with_appetite,margin_dollars,expected_margin_dollars,bid_made_at_this_level
80215373,2529.54,0.98,0.01174098458911528,101.15783166161737,1.1876925426073672,101.15559737407352,1.1876663098717473,101.15783166161737,1.1876925426073672,False
80215373,2529.54,0.99,0.008282988810732604,126.45323166161734,1.0474107029341542,125.28694255699914,1.0377503433305224,126.45323166161734,1.0474107029341542,False
80215373,2529.54,1.0,0.005837438188727419,151.7486316616173,0.8858232575486555,147.28543019390577,0.859769594857052,151.7486316616173,0.8858232575486555,False
80215373,2529.54,1.01,0.004110942758329778,177.04403166161728,0.7278178798648335,167.15106015168809,0.6871484402777273,177.04403166161728,0.7278178798648335,False
80215373,2529.54,1.02,0.0028935937283626136,202.33943166161725,0.5854881104565113,184.88383286688574,0.5349786992592622,202.33943166161725,0.5854881104565113,False
80215373,2529.54,1.03,0.0020359940489935247,227.63483166161723,0.46346316260669546,200.48374781698135,0.4081837174752926,227.63483166161723,0.46346316260669546,False
80215373,2529.54,1.04,0.0014322036010052698,252.9302316616172,0.36224758858886524,213.96511583198676,0.3064416093840811,252.9302316616172,0.36224758858886524,False
80215373,2529.54,1.05,0.0010072913452286206,278.2256316616176,0.2802542707935135,226.61281580514336,0.22826512807840849,278.2256316616176,0.2802542707935135,False
80215373,2529.54,1.06,0.000708354438107086,303.5210316616176,0.21500046983634818,239.26051582597896,0.1694812482491229,303.5210316616176,0.21500046983634818,False
80215373,2529.54,1.07,0.0004980897101463616,328.81643166161757,0.16378008113769602,251.90821585109288,0.12547289021675795,328.81643166161757,0.16378008113769602,False
80215373,2529.54,1.08,0.00035021713917890386,354.11183166161754,0.12401603263393328,264.5559158567582,0.09265201600420866,354.11183166161754,0.12401603263393328,False
80215373,2529.54,1.09,0.00024623407222774555,379.4072316616175,0.09342298768469572,277.2036173104351,0.06825697552661002,379.4072316616175,0.09342298768469572,False
80215373,2529.54,1.1,0.0001731192995396185,404.7026316616175,0.07006183611509946,289.8513158337973,0.05017885676778372,404.7026316616175,0.07006183611509946,False
80215373,2529.54,1.11,0.00012171199865780253,429.99803166161746,0.05233591985245652,302.49901583268627,0.0368177598090145,429.99803166161746,0.05233591985245652,False
80215373,2529.54,1.12,8.556864823473774e-05,455.29343166161743,0.03895884349743955,315.1467158383552,0.02696667846990507,455.29343166161743,0.03895884349743955,False
80215373,2529.54,1.13,6.015770873348134e-05,480.58883166161695,0.028911122955663646,327.79441606622515,0.01971936100617357,480.58883166161695,0.028911122955663646,False
80215373,2529.54,1.14,4.22926233306924e-05,505.8842316616169,0.0213951712586015,340.44211591341457,0.014398190174229964,505.8842316616169,0.0213951712586015,False
80215373,2529.54,1.15,2.973278962452145e-05,531.1796316616169,0.015793452241025647,353.0898156403915,0.010498345206996823,531.1796316616169,0.015793452241025647,False
80215373,2529.54,1.16,2.090282918595384e-05,556.4750316616173,0.011631902533071042,365.73751590345904,0.007644948821825081,556.4750316616173,0.011631902533071042,False
80215373,2529.54,1.17,1.4695127087238513e-05,581.7704316616173,0.008549190428865075,378.3852161847684,0.005560418839767391,581.7704316616173,0.008549190428865075,False
80215373,2529.54,1.18,1.0330963338559283e-05,607.0658316616173,0.006271574850988169,391.0329158376623,0.004039746717688827,607.0658316616173,0.006271574850988169,False
80215373,2529.54,1.19,7.262860983720315e-06,632.3612316616172,0.004592751717052483,403.68061607855066,0.0029318761964010854,632.3612316616172,0.004592751717052483,False
80215373,2529.54,1.2,5.10592283375267e-06,657.6566316616172,0.0033579440123699205,416.328315822238,0.002125740254094558,657.6566316616172,0.0033579440123699205,False
80215373,2529.54,1.21,3.5895539433531287e-06,682.9520316616172,0.0024514931583719886,428.9760158865623,0.001539832549429524,682.9520316616172,0.0024514931583719886,False
80215373,2529.54,1.22,2.523518691767537e-06,708.2474316616172,0.0017872756321944423,441.6237158363743,0.0011144457016409258,708.2474316616172,0.0017872756321944423,False
80215373,2529.54,1.23,1.7740768552507094e-06,733.5428316616171,0.001301361359985942,454.2714158076718,0.0008059124047863618,733.5428316616171,0.001301361359985942,False
80215373,2529.54,1.24,1.2472061324897004e-06,758.8382316616171,0.0009464276960960088,466.9191154438833,0.0005823443841582776,758.8382316616171,0.0009464276960960088,False
80215373,2529.54,1.25,8.768069370390391e-07,784.1336316616175,0.0006875338078065209,479.56681586079463,0.0004204875109204682,784.1336316616175,0.0006875338078065209,False
80215373,2529.54,1.26,6.16409990493139e-07,809.4290316616175,0.0004989401417114084,492.21451583459645,0.0003034059450261886,809.4290316616175,0.0004989401417114084,False
80215373,2529.54,1.27,4.3334653382089507e-07,834.7244316616175,0.0003617249391561785,504.8622161510822,0.00021878029142620697,834.7244316616175,0.0003617249391561785,False
80215373,2529.54,1.28,3.0464984517017325e-07,860.0198316616174,0.00026200490855899023,517.5099157654545,0.0001576593157119751,860.0198316616174,0.00026200490855899023,False
80215373,2529.54,1.29,2.1417391711096646e-07,885.3152316616174,0.00018961143104297132,530.1576136375911,0.00011354593279896522,885.3152316616174,0.00018961143104297132,False
80215373,2529.54,1.3,1.505678281651514e-07,910.6106316616174,0.0001371086651133864,542.8053158085517,8.172901751779275e-05,910.6106316616174,0.0001371086651133864,False
80215373,2529.54,1.31,1.0585168705849748e-07,935.9060316616174,9.906723237960576e-05,555.4530157903508,5.8795638803138874e-05,935.9060316616174,9.906723237960576e-05,False
80215373,2529.54,1.32,7.441549526797967e-08,961.2014316616173,7.152828058939037e-05,568.1007160287909,4.227549614537635e-05,961.2014316616173,7.152828058939037e-05,False
80215373,2529.54,1.33,5.231532947810846e-08,986.4968316616173,5.160890677748761e-05,580.748417737557,3.038204481783046e-05,986.4968316616173,5.160890677748761e-05,False
80215373,2529.54,1.34,3.6778545524475117e-08,1011.7922316616173,3.7212246653477064e-05,593.3961158334367,2.1824246060226763e-05,1011.7922316616173,3.7212246653477064e-05,False
80215373,2529.54,1.35,2.5855928236493462e-08,1037.0876316616177,2.6814863379197753e-05,606.0438158278866,1.5669825410216496e-05,1037.0876316616177,2.6814863379197753e-05,False
80215373,2529.54,1.36,1.81771468465825e-08,1062.3830316616177,1.931109237383073e-05,618.6915150630554,1.1246046522035766e-05,1062.3830316616177,1.931109237383073e-05,False
80215373,2529.54,1.37,1.277883600645177e-08,1087.6784316616177,1.3899264305958469e-05,631.3392158440728,8.067780303713263e-06,1087.6784316616177,1.3899264305958469e-05,False
80215373,2529.54,1.38,8.98373384977574e-09,1112.9738316616172,9.998660685413076e-06,643.9869596002724,5.7854074477751285e-06,1112.9738316616172,9.998660685413076e-06,False
80215373,2529.54,1.39,6.315714025275435e-09,1138.2692316616171,7.188982950944768e-06,656.6346156231534,4.147116451372494e-06,1138.2692316616171,7.188982950944768e-06,False
80215373,2529.54,1.4,4.44005179633084e-09,1163.564631661617,5.1662872329561946e-06,669.282315989243,2.971648149360503e-06,1163.564631661617,5.1662872329561946e-06,False
80215373,2529.54,1.41,3.1214301129252662e-09,1188.860031661617,3.710943502881857e-06,681.9300158093683,2.128596886254965e-06,1188.860031661617,3.710943502881857e-06,False
80215373,2529.54,1.42,2.1944171809240457e-09,1214.155431661617,2.6643635395505035e-06,694.577716390596,1.5241932743345131e-06,1214.155431661617,2.6643635395505035e-06,False
80215373,2529.54,1.43,1.5427117021358129e-09,1239.450831661617,1.912115302226342e-06,707.22541585599,1.0910449250889025e-06,1239.450831661617,1.912115302226342e-06,False
80215373,2529.54,1.44,1.0845519330303283e-09,1264.746231661617,1.37168297034143e-06,719.8731164492854,7.807397799816391e-07,1264.746231661617,1.37168297034143e-06,False
80215373,2529.54,1.45,7.62458010561083e-10,1290.041631661617,9.836025760176899e-07,732.5208158461173,5.585163639446121e-07,1290.041631661617,9.836025760176899e-07,False
80215373,2529.54,1.46,5.360206368254186e-10,1315.3370316616174,7.050477933513159e-07,745.1685158196588,3.9942570239190547e-07,1315.3370316616174,7.050477933513159e-07,False
80215373,2529.54,1.47,3.7683140461987275e-10,1340.6324316616174,5.051924023020028e-07,757.8162156001491,2.855689489683205e-07,1340.6324316616174,5.051924023020028e-07,False
80215373,2529.54,1.48,2.6491873212583477e-10,1365.9278316616173,3.6185986933918634e-07,770.4639161426924,2.0411032381322754e-07,1365.9278316616173,3.6185986933918634e-07,False
80215373,2529.54,1.49,1.8624226582076663e-10,1391.2232316616173,2.5910456692714895e-07,783.1116154876316,1.4584848165897747e-07,1391.2232316616173,2.5910456692714895e-07,False
80215373,2529.54,1.5,1.3093140412874628e-10,1416.5186316616173,1.854667734179859e-07,795.7593158158222,1.0418988456829607e-07,1416.5186316616173,1.854667734179859e-07,False
80215373,2529.54,1.51,9.20469503057985e-11,1441.8140316616173,1.3271458452255988e-07,808.4070156424586,7.441140039570027e-08,1441.8140316616173,1.3271458452255988e-07,False
80215373,2529.54,1.52,6.471053386221274e-11,1467.1094316616172,9.493743455711077e-08,821.0547157532208,5.3130888986478246e-08,1467.1094316616172,9.493743455711077e-08,False
80215373,2529.54,1.53,4.549257937158183e-11,1492.4048316616172,6.789334525889834e-08,833.7024157106199,3.792727331899488e-08,1492.4048316616172,6.789334525889834e-08,False
80215373,2529.54,1.54,3.1982038384578694e-11,1517.7002316616172,4.853914706528582e-08,846.3501152818118,2.7068001873735507e-08,1517.7002316616172,4.853914706528582e-08,False
80215373,2529.54,1.55,2.2483903822510203e-11,1542.9956316616176,3.469256538083319e-08,858.9978157773894,1.931362427368516e-08,1542.9956316616176,3.469256538083319e-08,False
80215373,2529.54,1.56,1.580655757521136e-11,1568.2910316616176,2.478928248664698e-08,871.6455158634976,1.3777715031671182e-08,1568.2910316616176,2.478928248664698e-08,False
80215373,2529.54,1.57,1.111227233270037e-11,1593.5864316616176,1.77083664143201e-08,884.2932156512481,9.826507034276006e-09,1593.5864316616176,1.77083664143201e-08,False
80215373,2529.54,1.58,7.812111891432833e-12,1618.8818316616175,1.2646886007948288e-08,896.9409159568603,7.007002795459246e-09,1618.8818316616175,1.2646886007948288e-08,False
80215373,2529.54,1.59,5.492044325139006e-12,1644.1772316616175,9.029894234669947e-09,909.5886158409619,4.9955009958403985e-09,1644.1772316616175,9.029894234669947e-09,False
80215373,2529.54,1.6,3.860998317541841e-12,1669.4726316616175,6.445831022027655e-09,922.2363168014188,3.560752867546262e-09,1669.4726316616175,6.445831022027655e-09,False
80215373,2529.54,1.61,2.7143459020929234e-12,1694.7680316616174,4.600186661738801e-09,934.8840156536819,2.537598596821748e-09,1694.7680316616174,4.600186661738801e-09,False
80215373,2529.54,1.62,1.908230221891639e-12,1720.0634316616174,3.2822770238673423e-09,947.5317157160292,1.8081086561301638e-09,1720.0634316616174,3.2822770238673423e-09,False
80215373,2529.54,1.63,1.3415175187996764e-12,1745.3588316616174,2.341429449265795e-09,960.1794155676969,1.2880975071749e-09,1745.3588316616174,2.341429449265795e-09,False
80215373,2529.54,1.64,9.431090822270434e-13,1770.6542316616174,1.6699200873638186e-09,972.827116062086,9.174820885948953e-10,1770.6542316616174,1.6699200873638186e-09,False
80215373,2529.54,1.65,6.630213385322523e-13,1795.9496316616173,1.1907529287207911e-09,985.4748157250197,6.533908314118272e-10,1795.9496316616173,1.1907529287207911e-09,False
80215373,2529.54,1.66,4.661150058177838e-13,1821.2450316616173,8.489096385285646e-10,998.1225158281773,4.6523988227211183e-10,1821.2450316616173,8.489096385285646e-10,False
80215373,2529.54,1.67,3.2768658566775717e-13,1846.5404316616173,6.050865293486618e-10,1010.7702137624316,3.3121584024248024e-10,1846.5404316616173,6.050865293486618e-10,False
80215373,2529.54,1.68,2.303691086670685e-13,1871.8358316616172,4.3121315211096764e-10,1023.4179158881232,2.3576387307705583e-10,1871.8358316616172,4.3121315211096764e-10,False
80215373,2529.54,1.69,1.6195330705989206e-13,1897.1312316616172,3.072466768942051e-10,1036.0656165060454,1.6779425292419995e-10,1897.1312316616172,3.072466768942051e-10,False
80215373,2529.54,1.7,1.138558629644279e-13,1922.4266316616172,2.188795431336318e-10,1048.7133158502313,1.1940215957841474e-10,1922.4266316616172,2.188795431336318e-10,False
80215373,2529.54,1.71,8.00425614438394e-14,1947.7220316616172,1.5590066039479471e-10,1061.3610169800809,8.4954054415724e-11,1947.7220316616172,1.5590066039479471e-10,False
80215373,2529.54,1.72,5.627124924161744e-14,1973.0174316616171,1.1102415565508677e-10,1074.0087155679084,6.043581212139118e-11,1973.0174316616171,1.1102415565508677e-10,False
80215373,2529.54,1.73,3.955962220716651e-14,1998.312831661617,7.905250067226669e-11,1086.656341696375,4.298771434653023e-11,1998.312831661617,7.905250067226669e-11,False
80215373,2529.54,1.74,2.7811071022327827e-14,2023.608231661617,5.6278712252108454e-11,1099.3041157517137,3.05728248383082e-11,2023.608231661617,5.6278712252108454e-11,False
80215373,2529.54,1.75,1.9551644536909798e-14,2048.903631661617,4.00594354966315e-11,1111.9518167172714,2.1740486662627166e-11,2048.903631661617,4.00594354966315e-11,False
80215373,2529.54,1.76,1.3745130627683255e-14,2074.199031661617,2.851013663800304e-11,1124.5995050151118,1.5457767100260644e-11,2074.199031661617,2.851013663800304e-11,False
80215373,2529.54,1.77,9.663054972967375e-15,2099.494431661617,2.0287530108585102e-11,1137.2472161698638,1.0989282367703505e-11,2099.494431661617,2.0287530108585102e-11,False
80215373,2529.54,1.78,6.793288033402078e-15,2124.789831661617,1.4434309336921278e-11,1149.8949158032638,7.811567371196201e-12,2124.789831661617,1.4434309336921278e-11,False
80215373,2529.54,1.79,4.775794242490196e-15,2150.085231661617,1.0268364670232749e-11,1162.5426157361949,5.5520643308824115e-12,2150.085231661617,1.0268364670232749e-11,False
80215373,2529.54,1.8,3.3574626211131138e-15,2175.380631661618,7.303759157497317e-12,1175.190315940842,3.945657558465488e-12,2175.380631661618,7.303759157497317e-12,False
80215373,2529.54,1.81,2.3603519498139e-15,2200.676031661618,5.194369962241216e-12,1187.8380158305229,2.803715776728649e-12,2200.676031661618,5.194369962241216e-12,False
80215373,2529.54,1.82,1.6593665978456122e-15,2225.9714316616178,3.6937026414578656e-12,1200.485715944864,1.992045898229683e-12,2225.9714316616178,3.6937026414578656e-12,False
80215373,2529.54,1.83,1.1665622604556149e-15,2251.2668316616177,2.626242924031927e-12,1213.1334158296963,1.415195659804532e-12,2251.2668316616177,2.626242924031927e-12,False
80215373,2529.54,1.84,8.201126317030571e-16,2276.5622316616177,1.8670374430437938e-12,1225.7811156050625,1.005278576610777e-12,2276.5622316616177,1.8670374430437938e-12,False
80215373,2529.54,1.85,5.76552792318374e-16,2301.8576316616177,1.327142445053865e-12,1238.4288142034984,7.140195909165598e-13,2301.8576316616177,1.327142445053865e-12,False
80215373,2529.54,1.86,4.053261826242305e-16,2327.1530316616177,9.432560547058086e-13,1251.0765158640934,5.070940683460155e-13,2327.1530316616177,9.432560547058086e-13,False
80215373,2529.54,1.87,2.849510339896335e-16,2352.4484316616176,6.703326130092696e-13,1263.7242149875588,3.600995217384428e-13,2352.4484316616176,6.703326130092696e-13,False
80215373,2529.54,1.88,2.0032530651255256e-16,2377.7438316616167,4.763222618859445e-13,1276.3719350842641,2.5568959911977503e-13,2377.7438316616167,4.763222618859445e-13,False
80215373,2529.54,1.89,1.4083201547816833e-16,2403.0392316616167,3.384248582680145e-13,1289.0196159265668,1.8153523050183283e-13,2403.0392316616167,3.384248582680145e-13,False
80215373,2529.54,1.9,9.900724441122953e-17,2428.3346316616166,2.404227203891747e-13,1301.667316167985,1.2887449411395289e-13,2428.3346316616166,2.404227203891747e-13,False
80215373,2529.54,1.91,6.960373614353842e-17,2453.6300316616175,1.7078181731763705e-13,1314.3150369818757,9.148123704357142e-14,2453.6300316616175,1.7078181731763705e-13,False
80215373,2529.54,1.92,4.893258179186053e-17,2478.9254316616175,1.2130022144070526e-13,1326.962715109641,6.493171159185184e-14,2478.9254316616175,1.2130022144070526e-13,False
80215373,2529.54,1.93,3.4400417182769793e-17,2504.2208316616175,8.614624132694237e-14,1339.6104158880423,4.60831571689324e-14,2504.2208316616175,8.614624132694237e-14,False
80215373,2529.54,1.94,2.4184064257681005e-17,2529.5162316616174,6.117398308735167e-14,1352.2581162277213,3.270309717582188e-14,2529.5162316616174,6.117398308735167e-14,False
80215373,2529.54,1.95,1.7001798580297353e-17,2554.8116316616174,4.3436392772111654e-14,1364.9058159776885,2.3205853764329065e-14,2554.8116316616174,4.3436392772111654e-14,False
80215373,2529.54,1.96,1.1952546597836195e-17,2580.1070316616174,3.0838849523340305e-14,1377.5535156300723,1.646527258658151e-14,2580.1070316616174,3.0838849523340305e-14,False
80215373,2529.54,1.97,8.402838646671522e-18,2605.4024316616174,2.1892776242898197e-14,1390.201215880519,1.1681636503450564e-14,2605.4024316616174,2.1892776242898197e-14,False
80215373,2529.54,1.98,5.907335038942898e-18,2630.6978316616173,1.554041347784578e-14,1402.8488956628842,8.287098435691706e-15,2630.6978316616173,1.554041347784578e-14,False
80215373,2529.54,1.99,4.152954582335847e-18,2655.9932316616173,1.1030219262082108e-14,1415.4966158475647,5.878493157065028e-15,2655.9932316616173,1.1030219262082108e-14,False
80218251,3596.82,0.6,0.9971923062513036,-1280.8507407893126,-1277.2545041713852,-0.0,-0.0,-1280.8507407893126,-1277.2545041713852,False
80218251,3596.82,0.61,0.996327027151327,-1244.8825407893128,-1240.3101210172067,-0.0,-0.0,-1244.8825407893128,-1240.3101210172067,False
80218251,3596.82,0.62,0.9951963696500338,-1208.9143407893125,-1203.1071631713876,-0.0,-0.0,-1208.9143407893125,-1203.1071631713876,False
80218251,3596.82,0.63,0.9937198537971637,-1172.9461407893127,-1165.5798675371032,-0.0,-0.0,-1172.9461407893127,-1165.5798675371032,False
80218251,3596.82,0.64,0.9917932364607319,-1136.9779407893125,-1127.6470316798907,-0.0,-0.0,-1136.9779407893125,-1127.6470316798907,False
80218251,3596.82,0.65,0.989281948167983,-1101.0097407893127,-1089.2090613199773,-0.0,-0.0,-1101.0097407893127,-1089.2090613199773,False
80218251,3596.82,0.66,0.9860130373107336,-1065.0415407893124,-1050.1448444957734,-0.0,-0.0,-1065.0415407893124,-1050.1448444957734,False
80218251,3596.82,0.67,0.981765514141226,-1029.0733407893126,-1010.3087175090486,-0.0,-0.0,-1029.0733407893126,-1010.3087175090486,False
80218251,3596.82,0.68,0.9762591717011158,-993.1051407893124,-969.5280021590941,-0.0,-0.0,-993.1051407893124,-969.5280021590941,False
80218251,3596.82,0.69,0.9691423187521605,-957.1369407893126,-927.6019141599037,-0.0,-0.0,-957.1369407893126,-927.6019141599037,False
80218251,3596.82,0.7,0.9599794849763684,-921.1687407893128,-884.3030933592543,-0.0,-0.0,-921.1687407893128,-884.3030933592543,False
80218251,3596.82,0.71,0.9482411622841844,-885.2005407893125,-839.3835896526463,-0.0,-0.0,-885.2005407893125,-839.3835896526463,False
80218251,3596.82,0.72,0.9332991207471447,-849.2323407893127,-792.5877969687051,-0.0,-0.0,-849.2323407893127,-792.5877969687051,False
80218251,3596.82,0.73,0.9144327698649767,-813.2641407893125,-743.6753808938314,-0.0,-0.0,-813.2641407893125,-743.6753808938314,False
80218251,3596.82,0.74,0.8908541358341853,-777.2959407893127,-692.4573036192832,-0.0,-0.0,-777.2959407893127,-692.4573036192832,False
80218251,3596.82,0.75,0.8617604717245336,-741.3277407893124,-638.8469436050807,-0.0,-0.0,-741.3277407893124,-638.8469436050807,False
80218251,3596.82,0.76,0.8264227087931498,-705.3595407893126,-582.925142372196,-0.0,-0.0,-705.3595407893126,-582.925142372196,False
80218251,3596.82,0.77,0.7843125721618065,-669.3913407893124,-525.012044277306,-0.0,-0.0,-669.3913407893124,-525.012044277306,False
80218251,3596.82,0.78,0.7352590943462962,-633.4231407893126,-465.73012483473644,-0.0,-0.0,-633.4231407893126,-465.73012483473644,False
80218251,3596.82,0.79,0.6796067692345232,-597.4549407893123,-406.03442207302794,-0.0,-0.0,-597.4549407893123,-406.03442207302794,False
80218251,3596.82,0.8,0.6183284135854018,-561.4867407893125,-347.18320568149335,-0.0,-0.0,-561.4867407893125,-347.18320568149335,False
80218251,3596.82,0.81,0.5530380065891543,-525.5185407893123,-290.6317262237624,-0.0,-0.0,-525.5185407893123,-290.6317262237624,False
80218251,3596.82,0.82,0.48586554483295175,-489.5503407893125,-237.8556430507565,-0.0,-0.0,-489.5503407893125,-237.8556430507565,False
80218251,3596.82,0.83,0.4191998519348226,-453.5821407893127,-190.14156625915976,-0.0,-0.0,-453.5821407893127,-190.14156625915976,False
80218251,3596.82,0.84,0.35535900860949904,-417.61394078931244,-148.4028759803961,-0.0,-0.0,-417.61394078931244,-148.4028759803961,False
80218251,3596.82,0.85,0.29628095017624945,-381.64574078931264,-113.07436271177615,-0.0,-0.0,-381.64574078931264,-113.07436271177615,False
80218251,3596.82,0.86,0.24331740464235024,-345.6775407893124,-84.10936206800565,-0.0,-0.0,-345.6775407893124,-84.10936206800565,False
80218251,3596.82,0.87,0.19716897813834947,-309.7093407893126,-61.0650742433306,-0.0,-0.0,-309.7093407893126,-61.0650742433306,False
80218251,3596.82,0.88,0.15794623304637823,-273.74114078931234,-43.23638201749016,-0.0,-0.0,-273.74114078931234,-43.23638201749016,False
80218251,3596.82,0.89,0.1253082057175409,-237.77294078931254,-29.794900578491845,-0.0,-0.0,-237.77294078931254,-29.794900578491845,False
80218251,3596.82,0.9,0.09862458260834242,-201.8047407893123,-19.90290832873066,-0.0,-0.0,-201.8047407893123,-19.90290832873066,False
80218251,3596.82,0.91,0.07712207992072219,-165.8365407893125,-12.789658952529463,-0.0,-0.0,-165.8365407893125,-12.789658952529463,False
80218251,3596.82,0.92,0.059995596498468806,-129.86834078931224,-7.791528571921215,-0.0,-0.0,-129.86834078931224,-7.791528571921215,False
80218251,3596.82,0.93,0.046480835221987135,-93.90014078931245,-4.364556971349424,-0.0,-0.0,-93.90014078931245,-4.364556971349424,False
80218251,3596.82,0.94,0.03589419392100491,-57.93194078931265,-2.0794203169117624,-0.0,-0.0,-57.93194078931265,-2.0794203169117624,False
80218251,3596.82,0.95,0.02764888564228444,-21.96374078931285,-0.6072729573604891,-0.0,-0.0,-21.96374078931285,-0.6072729573604891,False
